"person","name","birthdate","birthplace","deathdate","deathplace"
"http://collection.americanart.si.edu/id/person-institution/1469","Terry Evans","1944","Kansas City",,
"http://collection.americanart.si.edu/id/person-institution/1469"," Terry Hoyt Evans","1944","Kansas City",,
"http://collection.americanart.si.edu/id/person-institution/17972","Warren Mac Kenzie","1924","Kansas City",,
"http://collection.americanart.si.edu/id/person-institution/17972"," Warren MacKenzie","1924","Kansas City",,
"http://collection.americanart.si.edu/id/person-institution/17972"," Warren Mackenzie","1924","Kansas City",,
"http://collection.americanart.si.edu/id/person-institution/1461","Richard Estes","1932","Kewanee",,
"http://collection.americanart.si.edu/id/person-institution/18206","Victor Moscoso","1936","La Coruna",,
"http://collection.americanart.si.edu/id/person-institution/18206"," Neon Rose","1936","La Coruna",,
"http://collection.americanart.si.edu/id/person-institution/17748","Lance Hidy","1946","La Grande",,
"http://collection.americanart.si.edu/id/person-institution/112","Johnson Antonio","1931","Lake Valley",,
"http://collection.americanart.si.edu/id/person-institution/1303","William Adelbert Dolwick","1909","Lakewood",,
"http://collection.americanart.si.edu/id/person-institution/1303"," William A. Dolwick","1909","Lakewood",,
"http://collection.americanart.si.edu/id/person-institution/1257","Daniel Dickinson","1795","Litchfield",,
"http://collection.americanart.si.edu/id/person-institution/1257"," Daniel Dickerson","1795","Litchfield",,
"http://collection.americanart.si.edu/id/person-institution/18202","Peter Shire","1947","Los Angeles",,
"http://collection.americanart.si.edu/id/person-institution/18391","Judith F. Baca","1946","Los Angeles",,
"http://collection.americanart.si.edu/id/person-institution/18391"," Judith Baca","1946","Los Angeles",,
"http://collection.americanart.si.edu/id/person-institution/18391"," Judith Francisca Baca","1946","Los Angeles",,
"http://collection.americanart.si.edu/id/person-institution/18391"," Judy Baca","1946","Los Angeles",,
"http://collection.americanart.si.edu/id/person-institution/18404","Judy Mulford","1938","Los Angeles",,
"http://collection.americanart.si.edu/id/person-institution/18404"," Judy Hammer Mulford","1938","Los Angeles",,
"http://collection.americanart.si.edu/id/person-institution/18444","Nancy Selvin","1943","Los Angeles",,
"http://collection.americanart.si.edu/id/person-institution/2024","Nathan Cabot Hale","1925","Los Angeles",,
"http://collection.americanart.si.edu/id/person-institution/2184","Anthony Hernandez","1947","Los Angeles",,
"http://collection.americanart.si.edu/id/person-institution/2178","Natalie Smith Henry","1907","Malvern",,
"http://collection.americanart.si.edu/id/person-institution/18635","Heinz Brummel","1955","Milwaukee",,
"http://collection.americanart.si.edu/id/person-institution/1049","Michael Croft","1941","Minneapolis",,
"http://collection.americanart.si.edu/id/person-institution/1184","Eleanor De Laittre","1911","Minneapolis",,
"http://collection.americanart.si.edu/id/person-institution/1184"," Eleanor de Laittre Brown","1911","Minneapolis",,
"http://collection.americanart.si.edu/id/person-institution/1184"," Eleanor de Laittre Lienau","1911","Minneapolis",,
"http://collection.americanart.si.edu/id/person-institution/18606","David Leppla","1950","Minneapolis",,
"http://collection.americanart.si.edu/id/person-institution/18606"," David K. Leppla","1950","Minneapolis",,
"http://collection.americanart.si.edu/id/person-institution/18616","Charles Miner","1947","Modesto",,
"http://collection.americanart.si.edu/id/person-institution/1529","Robert Ferris","1944","Montclair",,
"http://collection.americanart.si.edu/id/person-institution/18269","Charles Butler","1902","Montgomery",,
"http://collection.americanart.si.edu/id/person-institution/1956","Red Grooms","1937","Nashville",,
"http://collection.americanart.si.edu/id/person-institution/18543","Mickey Johnston","1949","Neptune",,
"http://collection.americanart.si.edu/id/person-institution/18614","James Watkins","1955","New Iberia",,
"http://collection.americanart.si.edu/id/person-institution/18477","Zack Peabody","1968","New London",,
"http://collection.americanart.si.edu/id/person-institution/1474","Frederick Eversley","1941","New York",,
"http://collection.americanart.si.edu/id/person-institution/1474"," Frederick John Eversley","1941","New York",,
"http://collection.americanart.si.edu/id/person-institution/1474"," Fred Eversley","1941","New York",,
"http://collection.americanart.si.edu/id/person-institution/1474"," Frederick J. Eversley","1941","New York",,
"http://collection.americanart.si.edu/id/person-institution/18312","Susan Kasson Sloan","1944","New York",,
"http://collection.americanart.si.edu/id/person-institution/18337","Linda Bills","1943","New York",,
"http://collection.americanart.si.edu/id/person-institution/18337"," Linda C. Bills","1943","New York",,
"http://collection.americanart.si.edu/id/person-institution/1006","Robert Cottingham","1935","New York",,
"http://collection.americanart.si.edu/id/person-institution/1275","Harvey Dinnerstein","1928","New York",,
"http://collection.americanart.si.edu/id/person-institution/1276","Simon Dinnerstein","1943","New York",,
"http://collection.americanart.si.edu/id/person-institution/1276"," Simon A. Dinnerstein","1943","New York",,
"http://collection.americanart.si.edu/id/person-institution/1707","Suzi Gablik","1934","New York",,
"http://collection.americanart.si.edu/id/person-institution/17536","Rae Ferren","1929","New York",,
"http://collection.americanart.si.edu/id/person-institution/17536"," Rae Tonkel","1929","New York",,
"http://collection.americanart.si.edu/id/person-institution/18252","Philip Weber","1952","New York",,
"http://collection.americanart.si.edu/id/person-institution/18252"," Phil Weber","1952","New York",,
"http://collection.americanart.si.edu/id/person-institution/1828","Milton Glaser","1929","New York",,
"http://collection.americanart.si.edu/id/person-institution/18346","Susan Thayer","1957","New York",,
"http://collection.americanart.si.edu/id/person-institution/18480","Alan Goldfarb","1959","New York",,
"http://collection.americanart.si.edu/id/person-institution/1871","Gertrude Goodrich","1914","New York",,
"http://collection.americanart.si.edu/id/person-institution/1921","Eleanor Greatorex","1854","New York",,
"http://collection.americanart.si.edu/id/person-institution/1966","Nancy Grossman","1940","New York",,
"http://collection.americanart.si.edu/id/person-institution/2126","Steve Hawley","1950","New York",,
"http://collection.americanart.si.edu/id/person-institution/1745","Henry Gasser","1909","Newark",,
"http://collection.americanart.si.edu/id/person-institution/1745"," Henry Martin Gasser","1909","Newark",,
"http://collection.americanart.si.edu/id/person-institution/1891","John R. Grabach","1886","Newark",,
"http://collection.americanart.si.edu/id/person-institution/1102","Barry Dalgleish","1951","Niagara Falls",,
"http://collection.americanart.si.edu/id/person-institution/1102"," Barry Kenneth Dalgleish","1951","Niagara Falls",,
"http://collection.americanart.si.edu/id/person-institution/1168","Janet de Coux","1904","Niles",,
"http://collection.americanart.si.edu/id/person-institution/2250","Thomas Hoadley","1949","North Adams",,
"http://collection.americanart.si.edu/id/person-institution/1810","Russell Gillespie","1922","North Carolina",,
"http://collection.americanart.si.edu/id/person-institution/1481","Charles Fager","1936","Osage City",,
"http://collection.americanart.si.edu/id/person-institution/1481"," Charles J. Fager","1936","Osage City",,
"http://collection.americanart.si.edu/id/person-institution/1345","Henry Dropsy","1885","Paris",,
"http://collection.americanart.si.edu/id/person-institution/18610","Joel Philip Myers","1934","Paterson",,
"http://collection.americanart.si.edu/id/person-institution/1138","Jaclyn Davidson","1946","Pittsburgh",,
"http://collection.americanart.si.edu/id/person-institution/1701","Sue Fuller","1914","Pittsburgh",,
"http://collection.americanart.si.edu/id/person-institution/1709","Nina Gaby","1950","Rochester",,
"http://collection.americanart.si.edu/id/person-institution/18343","Jay Musler","1949","Sacramento",,
"http://collection.americanart.si.edu/id/person-institution/18338","Carl Dern","1936","Salt Lake City",,
"http://collection.americanart.si.edu/id/person-institution/18594","James F. Dicke II","1945","San Angelo",,
"http://collection.americanart.si.edu/id/person-institution/18594"," James Frederick Dicke II","1945","San Angelo",,
"http://collection.americanart.si.edu/id/person-institution/18594"," Jim Dicke II","1945","San Angelo",,
"http://collection.americanart.si.edu/id/person-institution/18262","Kim Eric Lilot","1950","San Francisco",,
"http://collection.americanart.si.edu/id/person-institution/18262"," Kim E. Lilot","1950","San Francisco",,
"http://collection.americanart.si.edu/id/person-institution/18262"," Kim Lilot","1950","San Francisco",,
"http://collection.americanart.si.edu/id/person-institution/12692","Bruce Mitchell","1949","San Rafael",,
"http://collection.americanart.si.edu/id/person-institution/18392","Ramón José López","1951","Santa Fe",,
"http://collection.americanart.si.edu/id/person-institution/18392"," Ramon Jose Lopez","1951","Santa Fe",,
"http://collection.americanart.si.edu/id/person-institution/1281","John Divola","1949","Santa Monica",,
"http://collection.americanart.si.edu/id/person-institution/1281"," John Manford Divola, Jr.","1949","Santa Monica",,
"http://collection.americanart.si.edu/id/person-institution/1415","Stephen Dee Edwards","1954","Santa Monica",,
"http://collection.americanart.si.edu/id/person-institution/1279","Mark di Suvero","1933","Shanghai",,
"http://collection.americanart.si.edu/id/person-institution/1279"," Marco Polo di Suvero","1933","Shanghai",,
"http://collection.americanart.si.edu/id/person-institution/1279"," Mark Shawn di Suvero","1933","Shanghai",,
"http://collection.americanart.si.edu/id/person-institution/146","David Aronson","1923","Shilova",,
"http://collection.americanart.si.edu/id/person-institution/17971","Mary Carroll","1958","Sioux City",,
"http://collection.americanart.si.edu/id/person-institution/1050","Nina Nash Cron","1882","Spokane",,
"http://collection.americanart.si.edu/id/person-institution/1050"," Nina R. Nash","1882","Spokane",,
"http://collection.americanart.si.edu/id/person-institution/1050"," Nina R. Cron","1882","Spokane",,
"http://collection.americanart.si.edu/id/person-institution/1904","Dwinell Grant","1912","Springfield",,
"http://collection.americanart.si.edu/id/person-institution/18489","Donavon Boutz","1945","Tampa",,
"http://collection.americanart.si.edu/id/person-institution/18323","Mary Douglas","1956","Taylorsville",,
"http://collection.americanart.si.edu/id/person-institution/18323"," Mary F. Douglas","1956","Taylorsville",,
"http://collection.americanart.si.edu/id/person-institution/1722","Frank Gallo","1933","Toledo",,
"http://collection.americanart.si.edu/id/person-institution/1391","Robert Ebendorf","1938","Topeka",,
"http://collection.americanart.si.edu/id/person-institution/1391"," Robert William Ebendorf","1938","Topeka",,
"http://collection.americanart.si.edu/id/person-institution/1391"," Bob Ebendorf","1938","Topeka",,
"http://collection.americanart.si.edu/id/person-institution/1391"," Robert W. Ebendorf","1938","Topeka",,
"http://collection.americanart.si.edu/id/person-institution/1489","Josephus Farmer","1894","Trenton",,
"http://collection.americanart.si.edu/id/person-institution/1489","Rev. Josephus Farmer","1894","Trenton",,
"http://collection.americanart.si.edu/id/person-institution/1521","Rudy Fernandez","1948","Trinidad",,
"http://collection.americanart.si.edu/id/person-institution/1521"," Rudy M. Fernandez, Jr.","1948","Trinidad",,
"http://collection.americanart.si.edu/id/person-institution/115","Joe Reyes Apodaca","1942","Tucson",,
"http://collection.americanart.si.edu/id/person-institution/115"," Joe Apodaca","1942","Tucson",,
"http://collection.americanart.si.edu/id/person-institution/115"," Joe Reyes Apodaca Jr.","1942","Tucson",,
"http://collection.americanart.si.edu/id/person-institution/1811","Sam Gilliam","1933","Tupelo",,
"http://collection.americanart.si.edu/id/person-institution/1381","Jack Earl","1934","Uniopolis",,
"http://collection.americanart.si.edu/id/person-institution/1381"," Jack Eugene Earl","1934","Uniopolis",,
"http://collection.americanart.si.edu/id/person-institution/2248","George H. Hite","1807","Urbana",,
"http://collection.americanart.si.edu/id/person-institution/18613","David Schwarz","1952","Vancouver",,
"http://collection.americanart.si.edu/id/person-institution/18613"," David J. Schwarz","1952","Vancouver",,
